BGFD,N/A,,FREDERIKSDAL,Frederiksdal,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGFH,JFR,,FREDERIKSHAAB,Frederikshaab,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGGD,JGR,,GRONNEDAL,Grønnedal,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGGH,GOH,NUUK,GODTHAAB,Godthaab,GREENLAND,GROENLANDIA,51.678,64.191,283.000,86.260
BGGN,JGO,,GODHAVN,Godhavn,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGHB,JHS,,HOLSTEINSBORG,HOLSTEINSBORG,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGIS,N/A,,ISORTOQ,Isortoq,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGIT,N/A,,IVIGTUT,IVIGTUT,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGJH,JJU,,JULIANEHAAB,Julianehaab,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGJN,JAV,JACOBSHAVN,JAKOBSHAVN,Jakobshavn,GREENLAND,GROENLANDIA,51.067,69.233,110.000,33.530
BGKD,N/A,,KAP DAN,CAP DAN,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGKK,KUS,KULUSUK,KULUSUK,Kulusuk,GREENLAND,GROENLANDIA,37.150,65.583,110.000,33.530
BGKM,N/A,,KUNGMIUT,KUNGMIUT,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGKT,N/A,,KAP TOBIN,CAP TOBIN,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGMV,N/A,,MESTERS VIG,Mesters Vig,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGNN,JNN,,NANORTALIK,Nanortalik,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGNS,JNS,,NARSSAQ,NARSSAQ,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGOS,N/A,,ORSSUIORSSUAQ,ORSSUIORSSUAQ,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGPC,N/A,,PRINS CHRISTIAN SUND,CHRISTIAN PRINS SUND,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGRS,N/A,,RAVNS STORO,RAVNS Storo,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGSC,N/A,,SCORESBYSUND,Scoresbysund,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGSF,SFJ,KANGERLUSSUAQ SONDRE STROMFJORD,SONDRESTROM,Sondrestrom,GREENLAND,GROENLANDIA,50.689,67.017,165.000,50.290
BGSG,N/A,,SERMILIGAO,SERMILIGAO,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGST,JSU,,SUKKERTOPPEN,Sukkertoppen,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGTL,THU,THULE AIR BASE,THULE,THULE,GREENLAND,GROENLANDIA,68.703,76.531,251.000,76.510
BGTM,N/A,,TINGMIARMIUT,TINGMIARMIUT,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGTN,N/A,,TINITEQILAQ,TINITEQILAQ,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGUM,N/A,,UMANAK,UMANAK,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BGUP,JUV,,UPERNAVIK,Upernavik,GREENLAND,GROENLANDIA,0.000,0.000,0.000,0.000
BIAR,AEY,AKUREYRI,AKUREYRI,AKUREYRI,ICELAND,ISLANDIA,18.072,65.660,6.000,1.830
BIBL,N/A,,BLONDUOS,Blönduós,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIDV,N/A,,DJUOIVOGUR,DJUOIVOGUR,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIEG,EGS,EGILSSTADIR,EGILSSTADIR,Egilsstadir,ICELAND,ISLANDIA,14.401,65.283,76.000,23.170
BIFM,N/A,,FAGURHOLSMYRI,FAGURHOLSMYRI,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIGR,GRY,,GRIMSEY,Grímsey,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIHN,HFN,HORNAFJORDUR,HOFN,Höfn,ICELAND,ISLANDIA,15.227,64.296,24.000,7.320
BIHU,HZK,HUSAVIK,HUSAVIK,HUSAVIK,ICELAND,ISLANDIA,17.426,65.952,45.000,13.720
BIIS,IFJ,ISAFJORDUR,ISAFJORDUR,Isafjordur,ICELAND,ISLANDIA,23.135,66.058,8.000,2.440
BIKF,KEF,KEFLAVIK NAS,KEFLAVIK,Keflavik,ICELAND,ISLANDIA,22.606,63.985,171.000,52.120
BIKP,OPA,KOPASKER,KOPASKER,KOPASKER,ICELAND,ISLANDIA,16.461,66.314,20.000,6.100
BIKR,SAK,,SAUDARKROKUR,Sauðárkrókur,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BINF,NOR,,NORDFJORDUR,NORDFJORDUR,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIPA,PFJ,PATREKSFJORDUR,PATREKSFJORDUR,Patreksfjörður,ICELAND,ISLANDIA,23.965,65.556,11.000,3.350
BIRG,RFN,,RAUFARHOFN,Raufarhöfn,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIRK,RKV,REYKJAVIK,REYKJAVIK,REYKJAVIK,ICELAND,ISLANDIA,21.941,64.130,48.000,14.630
BISI,SIJ,SIGLUFJORDHUR,SIGLUFJORDUR,Siglufjörður,ICELAND,ISLANDIA,18.917,66.133,10.000,3.050
BISS,N/A,,SANDSKEID,SANDSKEID,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIST,N/A,,STYKKISHOLMUR,Stykkishólmur,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BITE,TEY,,THINGEYRI,THINGEYRI,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BITH,THO,,THORSHOFN,THORSHOFN,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,VESTMANNAEYJAR,ICELAND,ISLANDIA,20.279,63.424,326.000,99.370
BIVO,VPN,,VOPNAFJORDUR,VOPNAFJORDUR,ICELAND,ISLANDIA,0.000,0.000,0.000,0.000
BZGD,N/A,,GODLEY,GODLEY,NEW ZEALAND,NUEVA ZELANDA,0.000,0.000,0.000,0.000
CUAP,N/A,,ACTIVE PASS,PASS ACTIVO,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CUHA,YQC,,QUAQTAQ,Quaqtaq,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CUQC,N/A,,STIRLING,STIRLING,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CUUP,N/A,,OTTAWA,OTTAWA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWBF,N/A,,BATTLE HARBOUR,BATALLA HARBOUR,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWHJ,N/A,,HOLBERG,HOLBERG,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWMK,N/A,,SIMCOE,SIMCOE,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWMN,N/A,,MOUNT FOREST,MONTAJE DE LA SELVA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWOH,N/A,,SAINTE AGATHE,Sainte Agathe,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWPC,N/A,,PINCHER CREEK,Pincher Creek,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWPO,N/A,,PILOT MOUNT,PILOTO DEL MONTAJE,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CWVA,N/A,,BONAVISTA,BONAVISTA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYAB,YAB,,ARCTIC BAY,Arctic Bay,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYAJ,N/A,,KOMAKUK,KOMAKUK,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYAL,YAL,,ALERT BAY,Alert Bay,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYAM,YAM,SAULT STE MARIE,SAULT SAINTE MARIE,Sault Sainte Marie,CANADA,CANADÁ,84.509,46.485,630.000,192.020
CYAV,YAV,WINNIPEG ST ANDREWS,WINNIPEG,WINNIPEG,CANADA,CANADÁ,97.032,50.056,760.000,231.650
CYAW,YAW,SHEARWATER,HALIFAX,HALIFAX,CANADA,CANADÁ,63.499,44.640,167.000,50.900
CYAY,YAY,ST ANTHONY,ST. ANTHONY,ST. ANTHONY,CANADA,CANADÁ,56.084,51.392,92.000,28.040
CYAZ,YAZ,TOFINO,TOFINO,TOFINO,CANADA,CANADÁ,125.772,49.082,80.000,24.380
CYBA,N/A,,BANFF,BANFF,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYBB,YBB,KUGAARUK,PELLY BAY,Pelly Bay,CANADA,CANADÁ,89.808,68.534,56.000,17.070
CYBC,YBC,BAIE COMEAU,BAIE COMEAU,BAIE Comeau,CANADA,CANADÁ,68.207,49.132,71.000,21.640
CYBG,YBG,BAGOTVILLE,BAGOTVILLE,Bagotville,CANADA,CANADÁ,70.996,48.331,522.000,159.110
CYBK,YBK,BAKER LAKE,BAKER LAKE,Lago Baker,CANADA,CANADÁ,96.078,64.299,59.000,17.980
CYBL,YBL,CAMPBELL RIVER,CAMPBELL RIVER,CAMPBELL RIVER,CANADA,CANADÁ,125.271,49.951,346.000,105.460
CYBR,YBR,BRANDON MUNI,BRANDON,BRANDON,CANADA,CANADÁ,99.952,49.910,1343.000,409.350
CYBT,YBT,,BROCHET,BROCHET,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYCA,YRF,,CARTWRIGHT,CARTWRIGHT,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,Cambridge Bay,CANADA,CANADÁ,105.138,69.108,90.000,27.430
CYCD,YCD,NANAIMO,NANAIMO,Nanaimo,CANADA,CANADÁ,123.870,49.052,93.000,28.350
CYCG,YCG,CASTLEGAR,CASTLEGAR,Castlegar,CANADA,CANADÁ,117.632,49.296,1624.000,495.000
CYCH,YCH,MIRAMICHI,CHATHAM,CHATHAM,CANADA,CANADÁ,65.449,47.008,108.000,32.920
CYCL,YCL,CHARLO,CHARLO,Charlo,CANADA,CANADÁ,66.331,47.991,132.000,40.230
CYCO,YCO,KUGLUKTUK,COPPERMINE,Coppermine,CANADA,CANADÁ,115.144,67.817,74.000,22.560
CYCS,YCS,,CHESTERFIELD INLET,Chesterfield Inlet,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYCT,YCT,CORONATION,CORONATION,CORONACIÓN,CANADA,CANADÁ,111.445,52.075,2595.000,790.960
CYCV,YCV,,MONTREAL,MONTREAL,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYCW,YCW,CHILLIWACK,CHILLIWACK,CHILLIWACK,CANADA,CANADÁ,121.939,49.153,32.000,9.750
CYCX,N/A,,CAMP GAGETOWN,CAMP GAGETOWN,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYCY,YCY,CLYDE RIVER,CLYDE RIVER,Río Clyde,CANADA,CANADÁ,68.517,70.486,87.000,26.520
CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,Coral Harbour,CANADA,CANADÁ,115.874,50.332,2658.000,810.160
CYDA,YDA,DAWSON,DAWSON,DAWSON,CANADA,CANADÁ,139.128,64.043,1214.000,370.030
CYDB,YDB,BURWASH,BURWASH,Burwash,CANADA,CANADÁ,139.041,61.371,2647.000,806.810
CYDC,YDC,PRINCETON,PRINCETON,PRINCETON,CANADA,CANADÁ,120.512,49.468,2298.000,700.430
CYDF,YDF,DEER LAKE,DEER LAKE,Deer Lake,CANADA,CANADÁ,57.391,49.211,72.000,21.950
CYDL,YDL,DEASE LAKE,DEASE LAKE,Dease LAGO,CANADA,CANADÁ,130.032,58.422,2600.000,792.480
CYDN,YDN,DAUPHIN BARKER,DAUPHIN,BORBÓN,CANADA,CANADÁ,100.052,51.101,998.000,304.190
CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,DAWSON CREEK,CANADA,CANADÁ,120.182,55.742,2148.000,654.710
CYDR,N/A,,BROADVIEW,BROADVIEW,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYED,YED,EDMONTON NAMAO,EDMONTON,EDMONTON,CANADA,CANADÁ,113.467,53.667,0.000,0.000
CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,EDMONTON,CANADA,CANADÁ,113.580,53.310,2373.000,723.290
CYEK,YEK,ARVIAT,ESKIMO POINT,ESKIMO PUNTO,CANADA,CANADÁ,94.071,61.094,32.000,9.750
CYEN,YEN,ESTEVAN,ESTEVAN,ESTEVAN,CANADA,CANADÁ,102.966,49.210,1905.000,580.640
CYEP,N/A,,ESTEVAN POINT,ESTEVAN PUNTO,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYET,YET,EDSON,EDSON,EDSON,CANADA,CANADÁ,116.465,53.579,3041.000,926.900
CYEU,YEU,EUREKA,EUREKA,EUREKA,CANADA,CANADÁ,85.813,79.995,256.000,78.030
CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,Inuvik,CANADA,CANADÁ,133.483,68.304,224.000,68.280
CYFB,YFB,IQALUIT,IQALUIT,Iqaluit,CANADA,CANADÁ,68.556,63.756,110.000,33.530
CYFC,YFC,FREDERICTON,FREDERICTON,Fredericton,CANADA,CANADÁ,66.532,45.869,68.000,20.730
CYFE,N/A,FORESTVILLE,FORESTVILLE,Forestville,CANADA,CANADÁ,69.097,48.746,29.000,8.840
CYFL,N/A,,FORT RELIANCE,FORT CONFIANZA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYFO,YFO,FLIN FLON,FLIN FLON,Flin Flon,CANADA,CANADÁ,101.682,54.678,997.000,303.890
CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,FORT DE RESOLUCIÓN,CANADA,CANADÁ,113.690,61.181,526.000,160.330
CYFS,YFS,FORT SIMPSON,FORT SIMPSON,Fort Simpson,CANADA,CANADÁ,121.237,61.760,555.000,169.160
CYGA,N/A,,GAGNON,GAGNON,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYGK,YGK,KINGSTON,KINGSTON,KINGSTON,CANADA,CANADÁ,76.597,44.225,305.000,92.960
CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,CANADÁ,77.704,53.625,639.000,194.770
CYGP,YGP,GASPE,GASPE,Gaspé,CANADA,CANADÁ,64.479,48.775,108.000,32.920
CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,Geraldton,CANADA,CANADÁ,86.939,49.778,1144.000,348.690
CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,ILES DE LA MAGDALENA,CANADA,CANADÁ,61.778,47.425,34.000,10.360
CYGT,YGT,,IGLOOLIK,Igloolik,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,KUUJJUARARAPIK,CANADA,CANADÁ,77.767,55.283,65.000,19.810
CYGX,YGX,GILLAM,GILLAM,Gillam,CANADA,CANADÁ,94.700,56.350,470.000,143.260
CYGY,N/A,,DECEPTION,ENGAÑO,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYGZ,YGZ,,GRISE FIORD,Grise Fiord,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYHB,YHB,HUDSON BAY,HUDSON BAY,La bahía de Hudson,CANADA,CANADÁ,102.311,52.817,1175.000,358.140
CYHD,YHD,DRYDEN RGNL,DRYDEN,DRYDEN,CANADA,CANADÁ,92.744,49.832,1354.000,412.700
CYHE,N/A,,HOPE,ESPERANZA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYHI,YHI,HOLMAN,HOLMAN ISLAND,Holman ISLA,CANADA,CANADÁ,117.806,70.763,117.000,35.660
CYHK,YHK,GJOA HAVEN,GJOA HAVEN,Gjøa HAVEN,CANADA,CANADÁ,95.850,68.636,152.000,46.330
CYHM,YHM,HAMILTON,HAMILTON,HAMILTON,CANADA,CANADÁ,79.935,43.173,780.000,237.740
CYHO,YHO,,HOPEDALE,Hopedale,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYHU,YHU,ST HUBERT,MONTREAL,MONTREAL,CANADA,CANADÁ,73.417,45.518,90.000,27.430
CYHY,YHY,HAY RIVER,HAY RIVER,Hay River,CANADA,CANADÁ,115.783,60.840,543.000,165.510
CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,HALIFAX,CANADA,CANADÁ,63.509,44.881,477.000,145.390
CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,Atikokan,CANADA,CANADÁ,91.639,48.774,1408.000,429.160
CYIO,YIO,POND INLET,POND INLET,Pond Inlet,CANADA,CANADÁ,77.967,72.683,181.000,55.170
CYIV,YIV,,ISLAND LAKE,ISLA DE LAGO,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYJA,N/A,,JASPER,JASPER,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYJN,YJN,ST JEAN,ST. JEAN,ST. JEAN,CANADA,CANADÁ,73.281,45.294,136.000,41.450
CYJT,YJT,STEPHENVILLE,STEPHENVILLE,Stephenville,CANADA,CANADÁ,58.550,48.544,84.000,25.600
CYKA,YKA,KAMLOOPS,KAMLOOPS,Kamloops,CANADA,CANADÁ,120.442,50.702,1133.000,345.340
CYKF,YKF,WATERLOO RGNL,WATERLOO,WATERLOO,CANADA,CANADÁ,80.384,43.459,1040.000,316.990
CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,Schefferville,CANADA,CANADÁ,66.805,54.805,1709.000,520.900
CYKY,YKY,KINDERSLEY,KINDERSLEY,Kindersley,CANADA,CANADÁ,109.181,51.518,2277.000,694.030
CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,TORONTO,CANADA,CANADÁ,79.370,43.862,650.000,198.120
CYLA,N/A,,LANGARA,Lángara,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYLC,YLC,,LAKE HARBOUR,LAKE HARBOUR,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYLD,YLD,CHAPLEAU,CHAPLEAU,Chapleau,CANADA,CANADÁ,83.346,47.820,1465.000,446.530
CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,Meadow Lake,CANADA,CANADÁ,108.523,54.125,1576.000,480.370
CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,Lloydminster,CANADA,CANADÁ,110.072,53.309,2194.000,668.730
CYLO,N/A,,SHILO,Shilo,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYLT,YLT,ALERT,ALERT,ALERTA,CANADA,CANADÁ,62.281,82.518,100.000,30.480
CYLW,YLW,KELOWNA,KELOWNA,KELOWNA,CANADA,CANADÁ,119.378,49.956,1409.000,429.460
CYLY,N/A,,LYTTON,Lytton,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYMA,YMA,MAYO,MAYO,MAYO,CANADA,CANADÁ,135.867,63.617,1653.000,503.830
CYMD,N/A,,MOULD BAY,MOLDE BAY,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYMJ,YMJ,MOOSE JAW,MOOSE JAW,Moose Jaw,CANADA,CANADÁ,105.559,50.330,1892.000,576.680
CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,Fort McMurray,CANADA,CANADÁ,111.222,56.653,1211.000,369.110
CYMO,YMO,MOOSONEE,MOOSONEE,Moosonee,CANADA,CANADÁ,80.608,51.291,30.000,9.140
CYMR,N/A,,MERRY ISLAND,MERRY ISLA,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYMW,YMW,MANIWAKI,MANIWAKI,Maniwaki,CANADA,CANADÁ,75.990,46.274,659.000,200.860
CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,MONTREAL,CANADA,CANADÁ,74.039,45.680,270.000,82.300
CYNA,YNA,NATASHQUAN,NATASHQUAN,Natashquan,CANADA,CANADÁ,61.789,50.190,35.000,10.670
CYND,YND,GATINEAU,GATINEAU,GATINEAU,CANADA,CANADÁ,75.564,45.521,211.000,64.310
CYNI,N/A,,NITCHEQUON,NITCHEQUON,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYNM,YNM,MATAGAMI,MATAGAMI,Matagami,CANADA,CANADÁ,77.803,49.762,918.000,279.810
CYNY,N/A,,ENDERBY,Enderby,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYO,N/A,,WYNYARD,Wynyard,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYOC,YOC,OLD CROW,OLD CROW,OLD CROW,CANADA,CANADÁ,139.839,67.571,824.000,251.160
CYOD,YOD,COLD LAKE,COLD LAKE,Cold Lake,CANADA,CANADÁ,110.279,54.405,1775.000,541.020
CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,ALTO NIVEL,CANADA,CANADÁ,117.165,58.621,1110.000,338.330
CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,OTTAWA,CANADA,CANADÁ,75.669,45.323,374.000,114.000
CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,PRINCE ALBERT,CANADA,CANADÁ,105.673,53.214,1405.000,428.240
CYPE,YPE,PEACE RIVER,PEACE RIVER,Peace River,CANADA,CANADÁ,117.447,56.227,1873.000,570.890
CYPF,N/A,,ESQUIMALT,Esquimalt,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,PORTAGE-LA PRAIRIE-,CANADA,CANADÁ,98.275,49.903,885.000,269.750
CYPH,YPH,,INUKJUAK,Inukjuak,CANADA,CANADÁ,0.000,0.000,0.000,0.000
CYPK,N/A,PITT MEADOWS,PITT MEADOWS,PITT MEADOWS,CANADA,CANADÁ,122.710,49.216,11.000,3.350
CYPL,YPL,PICKLE LAKE,PICKLE LAKE,Pickle Lake,CANADA,CANADÁ,90.214,51.446,1267.000,386.180
CYPN,YPN,PORT MENIER,PORT MENIER,PUERTO Menier,CANADA,CANADÁ,64.289,49.836,167.000,50.900
CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,Peterborough,CANADA,CANADÁ,78.363,44.230,628.000,191.410
CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,PRINCE PUPERT,CANADA,CANADÁ,130.445,54.286,116.000,35.360
CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,Fort Chipewyan,CANADA,CANADÁ,111.117,58.767,761.000,231.950
CYQA,YQA,MUSKOKA,MUSKOKA,Muskoka,CANADA,CANADÁ,79.303,44.975,925.000,281.940
CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,QUEBEC,CANADA,CANADÁ,71.398,46.788,244.000,74.370
CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,RED DEER INDUSTRIAL,CANADA,CANADÁ,113.893,52.179,2968.000,904.650
CYQG,YQG,WINDSOR,WINDSOR,WINDSOR,CANADA,CANADÁ,82.956,42.276,622.000,189.590
CYQH,YQH,WATSON LAKE,WATSON LAKE,Watson Lake,CANADA,CANADÁ,128.822,60.118,2255.000,687.320
CYQK,YQK,KENORA,KENORA,Kenora,CANADA,CANADÁ,94.363,49.788,1332.000,405.990
CYQL,YQL,LETHBRIDGE,LETHBRIDGE,Lethbridge,CANADA,CANADÁ,112.800,49.630,3047.000,928.730
CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,Moncton,CANADA,CANADÁ,64.679,46.112,232.000,70.710
CYQN,N/A,NAKINA,NAKINA,Nakina,CANADA,CANADÁ,86.696,50.183,1057.000,322.170
CYQQ,YQQ,COMOX,COMOX,Comox,CANADA,CANADÁ,124.887,49.711,84.000,25.600
CYQR,YQR,REGINA INTERNATIONAL,REGINA,REGINA,CANADA,CANADÁ,104.666,50.432,1894.000,577.290
CYQT,YQT,THUNDER BAY,THUNDER BAY,Thunder Bay,CANADA,CANADÁ,89.324,48.372,653.000,199.030
CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,Grande Prairie,CANADA,CANADÁ,118.885,55.180,2195.000,669.040
CYQV,YQV,YORKTON MUNI,YORKTON,Yorkton,CANADA,CANADÁ,102.462,51.265,1635.000,498.350
CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,North Battleford,CANADA,CANADÁ,108.244,52.769,1799.000,548.340
CYQX,YQX,GANDER INTERNATIONAL,GANDER,GANDER,CANADA,CANADÁ,54.568,48.937,496.000,151.180
CYQY,YQY,SYDNEY,SYDNEY,SYDNEY,CANADA,CANADÁ,60.048,46.161,203.000,61.870
CYQZ,YQZ,QUESNEL,QUESNEL,QUESNEL,CANADA,CANADÁ,122.510,53.026,1789.000,545.290
CYRB,YRB,RESOLUTE BAY,RESOLUTE,Resuelto,CANADA,CANADÁ,94.969,74.717,215.000,65.530
